date,latitude,longitude,depth,mag,status,locationSource,magSource,is_replica
29007,-6.709,-74.365,116,5.3,automatic,IGP,IGP,0
29007,-16.724,-72.413,92,4.9,automatic,IGP,IGP,1
29010,-9.582,-79.779,45,5.3,automatic,IGP,IGP,1
29013,-9.965,-75.269,115,5,automatic,IGP,IGP,1
29018,-3.748,-80.88,50,5.3,automatic,IGP,IGP,0
29019,-11.779,-72.945,61,4.9,automatic,IGP,IGP,1
29019,-7.621,-80.597,33,5.1,automatic,IGP,IGP,0
29021,-9.171,-79.356,65,5.2,automatic,IGP,IGP,0
29021,-12.243,-76.76,74,5.7,automatic,IGP,IGP,1
29022,-15.54,-73.926,91,5.3,automatic,IGP,IGP,0
29022,-2.543,-76.848,140,4.5,automatic,IGP,IGP,0
29027,-15.758,-76.106,22,5.6,automatic,IGP,IGP,0
29031,-18.172,-71.626,28,5.3,automatic,IGP,IGP,0
29039,-16.718,-73.128,74,5.4,automatic,IGP,IGP,1
29039,-12.8,-77.632,33,5.3,automatic,IGP,IGP,0
29042,-15.015,-70.351,226,5.1,automatic,IGP,IGP,1
29051,-12.397,-77.124,49,5.3,automatic,IGP,IGP,0
29066,-7.27,-78.167,71,5,automatic,IGP,IGP,1
29068,-11.196,-77.949,75,5.5,automatic,IGP,IGP,1
29075,-15.798,-69.516,272,4.5,automatic,IGP,IGP,1
29077,-11.608,-74.545,104,5.2,automatic,IGP,IGP,0
29080,-9.482,-75.55,33,5,automatic,IGP,IGP,0
29088,-15.986,-74.35,65,5.3,automatic,IGP,IGP,0
29091,-14.451,-75.852,49,5.1,automatic,IGP,IGP,1
29091,-9.315,-79.975,33,5,automatic,IGP,IGP,1
29093,-6.868,-80.583,13,5.3,automatic,IGP,IGP,1
29106,-14.331,-75.829,61,5.1,automatic,IGP,IGP,0
29110,-11.115,-74.689,80,5.3,automatic,IGP,IGP,0
29111,-5.39,-77.458,40,5.3,automatic,IGP,IGP,1
29113,-15.7,-69.529,231,5.8,automatic,IGP,IGP,1
29133,-3.597,-76.196,118,5.8,automatic,IGP,IGP,1
29137,-6.434,-76.259,120,5.3,automatic,IGP,IGP,0
29139,-16.822,-73.572,68,5.3,automatic,IGP,IGP,1
29139,-5.488,-77.212,18,5.3,automatic,IGP,IGP,0
29139,-5.411,-77.026,7,5.5,automatic,IGP,IGP,0
29143,-13.333,-76.685,58,5.3,automatic,IGP,IGP,1
29156,-16.489,-75.351,33,5.1,automatic,IGP,IGP,0
29161,-9.663,-76.127,146,4.7,automatic,IGP,IGP,1
29163,-16.828,-69.51,181,5,automatic,IGP,IGP,1
29172,-2.378,-76.696,140,5.1,automatic,IGP,IGP,0
29174,-16.273,-74.816,23,5.7,automatic,IGP,IGP,0
29177,-6.277,-74.339,33,5.3,automatic,IGP,IGP,0
29185,-3.215,-80.706,64,5.4,automatic,IGP,IGP,0
29196,-13.203,-76.518,72,5.1,automatic,IGP,IGP,0
29208,-14.594,-71.616,124,5.5,automatic,IGP,IGP,1
29215,-16.169,-71.231,141,5.2,automatic,IGP,IGP,0
29216,-14.669,-74.526,109,5.3,automatic,IGP,IGP,1
29216,-15.151,-70.927,203,5,automatic,IGP,IGP,1
29220,-7.981,-80.401,33,4.7,automatic,IGP,IGP,0
29222,-10.983,-79.235,25,5.5,automatic,IGP,IGP,0
29222,-10.832,-79.007,48,5.6,automatic,IGP,IGP,0
29222,-10.996,-79.135,29,5.4,automatic,IGP,IGP,0
29223,-10.947,-78.896,46,5.6,automatic,IGP,IGP,1
29224,-11.014,-79.181,45,5.4,automatic,IGP,IGP,1
29225,-11.222,-79.217,33,5.3,automatic,IGP,IGP,1
29231,-10.255,-74.038,30,5.1,automatic,IGP,IGP,0
29233,-9.908,-78.927,64,5.6,automatic,IGP,IGP,0
29236,-14.557,-73.376,95,6.2,automatic,IGP,IGP,1
29239,-9.903,-80.122,15,5.2,automatic,IGP,IGP,1
29240,-14.528,-76.291,44,5.2,automatic,IGP,IGP,0
29240,-9.723,-79.754,46,5.3,automatic,IGP,IGP,1
29242,-4.382,-77.264,161,4.9,automatic,IGP,IGP,0
29251,-7.687,-74.543,175,5.2,automatic,IGP,IGP,1
29270,-6.385,-82.601,33,5.1,automatic,IGP,IGP,1
29275,-4.825,-77.142,151,5,automatic,IGP,IGP,0
29282,-9.825,-79.285,67,5.4,automatic,IGP,IGP,1
29286,-6.081,-70.994,15,5.3,automatic,IGP,IGP,0
29286,-16.549,-73.629,92,5.3,automatic,IGP,IGP,0
29286,-9.184,-71.231,629,5.1,automatic,IGP,IGP,1
29287,-13.808,-75.363,90,5,automatic,IGP,IGP,0
29287,-16.724,-72.842,43,6.1,automatic,IGP,IGP,0
29287,-17.855,-73.242,33,4.9,automatic,IGP,IGP,0
29288,-8.474,-74.197,157,5.2,automatic,IGP,IGP,1
29290,-16.949,-72.899,26,5.2,automatic,IGP,IGP,0
29292,-15.267,-75.757,50,5.3,automatic,IGP,IGP,0
29296,-11.606,-73.453,28,5.3,automatic,IGP,IGP,0
29296,-16.92,-72.945,69,5.3,automatic,IGP,IGP,0
29300,-4.997,-80.725,76,5.2,automatic,IGP,IGP,0
29307,-17.385,-70.128,145,5,automatic,IGP,IGP,1
29308,-9.194,-71.443,506,5.1,automatic,IGP,IGP,0
29309,-7.836,-74.442,151,5.1,automatic,IGP,IGP,0
29313,-8.676,-74.8,140,5,automatic,IGP,IGP,0
29315,-7.97,-74.469,153,5.3,automatic,IGP,IGP,0
29320,-9.878,-75.093,122,5.2,automatic,IGP,IGP,0
29321,-11.618,-77.464,67,5.3,automatic,IGP,IGP,0
29323,-9.96,-78.44,33,5,automatic,IGP,IGP,0
29329,-14.927,-71.363,143,5.4,automatic,IGP,IGP,0
29345,-5.661,-79.156,79,5,automatic,IGP,IGP,0
29355,-17.134,-72.882,38,5.3,automatic,IGP,IGP,1
29357,-7.988,-73.723,188,5.6,automatic,IGP,IGP,0
29359,-16.33,-71.997,106,4.9,automatic,IGP,IGP,1
29370,-17.242,-69.561,179,4.9,automatic,IGP,IGP,1
29375,-13.355,-72.487,19,5.3,automatic,IGP,IGP,1
29383,-14.881,-76.991,0,5.2,automatic,IGP,IGP,1
29387,-15.59,-75.199,38,5.7,automatic,IGP,IGP,1
29388,-16.29,-76.216,33,5.2,automatic,IGP,IGP,1
29388,-15.896,-75.665,19,5.1,automatic,IGP,IGP,0
29388,-8.766,-74.748,152,5.3,automatic,IGP,IGP,1
29395,-15.895,-74.212,45,5.3,automatic,IGP,IGP,0
29401,-15.526,-74.272,86,5.2,automatic,IGP,IGP,0
29412,-18.577,-69.682,151,4.3,automatic,IGP,IGP,1
29417,-5.663,-81.116,33,4.9,automatic,IGP,IGP,0
29422,-9.664,-74.961,119,5.5,automatic,IGP,IGP,1
29427,-8.039,-74.53,156,5,automatic,IGP,IGP,0
29430,-10.399,-74.916,37,5.3,automatic,IGP,IGP,0
29438,-5.523,-79.112,33,4.9,automatic,IGP,IGP,1
29444,-15.564,-75.19,26,5.4,automatic,IGP,IGP,1
29449,-13.018,-74.383,31,5.4,automatic,IGP,IGP,1
29449,-11.786,-75.117,44,5.1,automatic,IGP,IGP,1
29455,-15.393,-75.751,53,5.3,automatic,IGP,IGP,0
29455,-9.981,-79.793,13,5,automatic,IGP,IGP,1
29464,-6.251,-80.892,25,5.5,automatic,IGP,IGP,1
29467,-5.64,-79.365,76,4.8,automatic,IGP,IGP,1
29479,-4.295,-80.886,33,4.9,automatic,IGP,IGP,1
29480,-7.11,-75.708,15,5.3,automatic,IGP,IGP,1
29481,-6.727,-76.994,133,4.9,automatic,IGP,IGP,0
29487,-18.045,-69.89,133,5.1,automatic,IGP,IGP,1
29493,-17.541,-70.002,125,5.3,automatic,IGP,IGP,1
29504,-8.494,-74.663,140,5.1,automatic,IGP,IGP,1
29511,-14.421,-76.047,33,4.9,automatic,IGP,IGP,0
29522,-16.636,-73.582,62,5.1,automatic,IGP,IGP,1
29527,-4.61,-79.422,94,5.3,automatic,IGP,IGP,1
29527,-17.063,-72.649,77,5.1,automatic,IGP,IGP,1
29530,-15.899,-72.419,106,5.2,automatic,IGP,IGP,1
29534,-16.924,-72.756,53,5.4,automatic,IGP,IGP,1
29535,-13.14,-74.466,37,5.4,automatic,IGP,IGP,1
29537,-13.072,-74.434,49,5.3,automatic,IGP,IGP,1
29537,-13.245,-74.459,44,5.3,automatic,IGP,IGP,1
29541,-9.085,-75.616,153,4.7,automatic,IGP,IGP,0
29546,-8.684,-75.928,33,4.9,automatic,IGP,IGP,1
29549,-9.29,-74.123,171,4.9,automatic,IGP,IGP,1
29549,-14.889,-76.288,33,5.4,automatic,IGP,IGP,1
29569,-11.021,-74.189,170,5,automatic,IGP,IGP,1
29571,-17.072,-69.976,25,5.3,automatic,IGP,IGP,0
29572,-13.185,-74.512,32,5.5,automatic,IGP,IGP,1
29572,-14.849,-72.393,99,5.2,automatic,IGP,IGP,1
29577,-17.11,-69.674,9,5.3,automatic,IGP,IGP,1
29577,-9.671,-75.538,41,5,automatic,IGP,IGP,0
29578,-11.646,-73.155,41,4.9,automatic,IGP,IGP,1
29580,-4.003,-81.162,38,5.4,automatic,IGP,IGP,1
29581,-12.825,-77.034,62,4.9,automatic,IGP,IGP,1
29584,-12.702,-71.486,87,5.2,automatic,IGP,IGP,0
29585,-5.456,-80.268,109,4.5,automatic,IGP,IGP,0
29592,-11.08,-79.364,33,4.7,automatic,IGP,IGP,1
29599,-18.213,-71.689,60,5.3,automatic,IGP,IGP,0
29607,-10.587,-74.155,124,5.5,automatic,IGP,IGP,0
29609,-14.619,-70.641,47,5.6,automatic,IGP,IGP,1
29610,-13.244,-74.47,53,5,automatic,IGP,IGP,0
29611,-10.239,-75.537,129,5.5,automatic,IGP,IGP,1
29614,-10.249,-75.598,12,5.1,automatic,IGP,IGP,0
29619,-17.303,-71.625,71,5.1,automatic,IGP,IGP,1
29620,-11.101,-75.512,118,5.2,automatic,IGP,IGP,1
29630,-15.67,-74.479,62,5.8,automatic,IGP,IGP,0
29631,-15.59,-70.253,220,5.2,automatic,IGP,IGP,0
29633,-13.162,-74.464,46,5.3,automatic,IGP,IGP,1
29635,-10.463,-74.885,57,5,automatic,IGP,IGP,1
29644,-15.975,-75.813,16,5.1,automatic,IGP,IGP,0
29645,-6.47,-81.389,39,6.4,automatic,IGP,IGP,0
29658,-14.826,-70.262,232,5.3,automatic,IGP,IGP,1
29662,-9.912,-74.978,135,5.3,automatic,IGP,IGP,1
29663,-9.78,-78.379,104,5,automatic,IGP,IGP,0
29666,-14.655,-73.474,91,5.3,automatic,IGP,IGP,1
29666,-10.68,-75.018,33,5.3,automatic,IGP,IGP,0
29678,-10.218,-74.863,61,5.3,automatic,IGP,IGP,0
29687,-5.478,-77.4,20,5.3,automatic,IGP,IGP,0
29689,-4.275,-80.991,56,5.1,automatic,IGP,IGP,0
29689,-8.855,-72.956,24,5.3,automatic,IGP,IGP,1
29694,-13.13,-74.34,38,5.6,automatic,IGP,IGP,1
29696,-14.758,-73.946,93,5,automatic,IGP,IGP,0
29699,-14.864,-70.843,194,5.3,automatic,IGP,IGP,1
29699,-15.692,-74.994,33,4.9,automatic,IGP,IGP,1
29701,-17.934,-69.652,144,5.1,automatic,IGP,IGP,1
29701,-8.817,-74.486,169,5.4,automatic,IGP,IGP,0
29701,-3.578,-76.742,112,5.3,automatic,IGP,IGP,1
29703,-9.918,-75.624,43,4.9,automatic,IGP,IGP,1
29703,-4.47,-76.947,119,5.2,automatic,IGP,IGP,0
29708,-10.392,-74.435,144,4.9,automatic,IGP,IGP,0
29708,-17.812,-71.762,15,5.4,automatic,IGP,IGP,0
29713,-18.098,-69.638,156,4.5,automatic,IGP,IGP,0
29715,-7.11,-75.637,133,4.8,automatic,IGP,IGP,1
29716,-8.445,-82.039,33,4.9,automatic,IGP,IGP,1
29724,-10.354,-78.476,60,5.5,automatic,IGP,IGP,1
29728,-16.239,-71.563,125,5.3,automatic,IGP,IGP,0
29730,-5.576,-78.756,33,4.7,automatic,IGP,IGP,1
29733,-13.364,-73.52,33,4.6,automatic,IGP,IGP,0
29742,-11.398,-73.746,109,5.6,automatic,IGP,IGP,1
29742,-3.956,-80.722,40,5.6,automatic,IGP,IGP,0
29743,-10.094,-79.169,34,5.2,automatic,IGP,IGP,1
29745,-16.852,-72.226,67,4.8,automatic,IGP,IGP,0
29751,-8.47,-79.619,37,5,automatic,IGP,IGP,1
29758,-4.821,-76.861,102,5.4,automatic,IGP,IGP,1
29759,-13.217,-74.481,14,5.5,automatic,IGP,IGP,0
29759,-13.055,-74.496,29,5.1,automatic,IGP,IGP,0
29760,-13.231,-74.637,16,5.2,automatic,IGP,IGP,0
29761,-4.97,-81.11,33,4.9,automatic,IGP,IGP,0
29764,-3.064,-80.279,53,5.4,automatic,IGP,IGP,0
29765,-7.816,-74.299,132,5.2,automatic,IGP,IGP,0
29765,-16.297,-69.954,203,5.3,automatic,IGP,IGP,0
29767,-13.255,-74.532,11,5,automatic,IGP,IGP,1
29771,-11.106,-78.469,32,5.2,automatic,IGP,IGP,1
29771,-13.106,-74.44,41,5.1,automatic,IGP,IGP,1
29773,-16.036,-70.472,97,4.9,automatic,IGP,IGP,1
29775,-14.137,-76.753,32,5.3,automatic,IGP,IGP,1
29780,-6.768,-76.577,65,5.3,automatic,IGP,IGP,0
29780,-3.631,-81.322,33,4.9,automatic,IGP,IGP,1
29783,-10.306,-77.869,33,5,automatic,IGP,IGP,1
29784,-13.858,-76.729,29,4.9,automatic,IGP,IGP,1
29785,-17.277,-73.907,41,5,automatic,IGP,IGP,1
29788,-8.411,-80.158,33,4.9,automatic,IGP,IGP,0
29789,-12.257,-78.703,53,5,automatic,IGP,IGP,1
29789,-11.142,-78.19,39,5.3,automatic,IGP,IGP,0
29792,-11.243,-74.956,116,4.6,automatic,IGP,IGP,0
29796,-2.098,-76.137,25,4.8,automatic,IGP,IGP,1
29801,-5.432,-77.958,108,5.3,automatic,IGP,IGP,0
29804,-17.007,-73.457,33,5.1,automatic,IGP,IGP,1
29809,-16.707,-72.624,84,5.3,automatic,IGP,IGP,1
29814,-8.649,-74.6,145,5.3,automatic,IGP,IGP,1
29814,-8.672,-74.483,146,5.2,automatic,IGP,IGP,1
29817,-3.82,-80.892,32,5.5,automatic,IGP,IGP,0
29819,-16.675,-73.643,63,4.9,automatic,IGP,IGP,1
29824,-14.095,-72.596,101,4.9,automatic,IGP,IGP,1
29839,-8.616,-77.106,100,4.7,automatic,IGP,IGP,1
29844,-10.601,-74.58,33,5.1,automatic,IGP,IGP,1
29849,-8.328,-74.327,156,5.1,automatic,IGP,IGP,1
29863,-14.407,-76.131,33,5.2,automatic,IGP,IGP,0
29866,-17.833,-71.558,78,4.9,automatic,IGP,IGP,1
29866,-2.478,-77.209,136,4.8,automatic,IGP,IGP,0
29867,-7.201,-82.001,33,5,automatic,IGP,IGP,1
29867,-17.562,-70.346,105,5.3,automatic,IGP,IGP,0
29871,-17.22,-72.053,76,5,automatic,IGP,IGP,0
29874,-14.981,-71.801,121,5.3,automatic,IGP,IGP,1
29876,-15.443,-71.305,93,4.9,automatic,IGP,IGP,1
29883,-15.755,-74.68,22,5.1,automatic,IGP,IGP,1
29886,-11.57,-74.189,33,4.9,automatic,IGP,IGP,1
29887,-14.086,-75.47,103,4.8,automatic,IGP,IGP,0
29888,-11.598,-74.172,47,4.9,automatic,IGP,IGP,1
29890,-10.065,-79.716,33,5.6,automatic,IGP,IGP,1
29894,-10.223,-79.765,33,4.9,automatic,IGP,IGP,1
29901,-8.929,-72.958,60,5.1,automatic,IGP,IGP,1
29905,-17.882,-73.52,33,5.3,automatic,IGP,IGP,0
29912,-12.003,-74.683,114,5.3,automatic,IGP,IGP,0
29915,-8.471,-74.228,155,5.3,automatic,IGP,IGP,0
29917,-17.492,-69.683,144,5.1,automatic,IGP,IGP,0
29920,-5.15,-77.654,89,4.9,automatic,IGP,IGP,1
29920,-17.368,-69.976,129,5.7,automatic,IGP,IGP,0
29928,-8.72,-73.598,111,5.3,automatic,IGP,IGP,1
29939,-15.184,-75.327,60,5.2,automatic,IGP,IGP,0
29940,-17.719,-69.969,126,5.1,automatic,IGP,IGP,0
29945,-3.535,-78.287,97,5.1,automatic,IGP,IGP,1
29947,-8.35,-80.079,28,5.6,automatic,IGP,IGP,1
29953,-18.516,-70.1,110,4.2,automatic,IGP,IGP,0
29954,-5.372,-81.311,33,5.1,automatic,IGP,IGP,1
29978,-7.131,-74.371,160,5.4,automatic,IGP,IGP,1
29986,-5.028,-77.508,28,5.6,automatic,IGP,IGP,0
29987,-8.116,-74.404,161,5.3,automatic,IGP,IGP,0
29995,-10.836,-78.735,33,5.2,automatic,IGP,IGP,0
30006,-8.95,-74.592,100,4.7,automatic,IGP,IGP,0
30011,-7.6,-76.7,146,5.1,automatic,IGP,IGP,0
30013,-6.827,-76.097,121,5.1,automatic,IGP,IGP,1
30019,-17.626,-69.499,158,5.3,automatic,IGP,IGP,1
30021,-17.134,-71.919,12,5.4,automatic,IGP,IGP,1
30026,-6.955,-81.866,23,4.9,automatic,IGP,IGP,1
30033,-17.393,-69.672,171,5.1,automatic,IGP,IGP,0
30033,-12.338,-77.604,58,5.4,automatic,IGP,IGP,1
30037,-6.012,-81.756,10,5.1,automatic,IGP,IGP,1
30038,-4.44,-81.26,33,4.9,automatic,IGP,IGP,0
30038,-12.773,-75.976,88,6.2,automatic,IGP,IGP,1
30042,-18.493,-71.358,40,5.5,automatic,IGP,IGP,1
30057,-17.078,-73.065,44,5.3,automatic,IGP,IGP,0
30059,-5.624,-77.54,61,5,automatic,IGP,IGP,0
30059,-11.787,-76.049,133,4.9,automatic,IGP,IGP,0
30060,-14.964,-73.686,110,4.9,automatic,IGP,IGP,1
30062,-9.524,-78.804,65,5.5,automatic,IGP,IGP,1
30066,-11.167,-78.57,33,5.3,automatic,IGP,IGP,1
30074,-13.525,-76.121,66,5.7,automatic,IGP,IGP,1
30079,-15.996,-75.445,33,4.8,automatic,IGP,IGP,1
30096,-5.472,-77.721,15,5.3,automatic,IGP,IGP,1
30104,-16.66,-73.861,36,5.2,automatic,IGP,IGP,0
30104,-14.066,-76.426,40,5.3,automatic,IGP,IGP,1
30111,-15.971,-72.078,120,4.9,automatic,IGP,IGP,1
30114,-15.49,-73.31,106,4.9,automatic,IGP,IGP,1
30128,-15.2,-76.5,33,5.2,automatic,IGP,IGP,0
30129,-14.835,-76.351,33,4.9,automatic,IGP,IGP,0
30133,-4.56,-80.3,100,4.9,automatic,IGP,IGP,0
30143,-16.751,-73.182,27,5.6,automatic,IGP,IGP,1
30144,-17.2,-73.3,52,5.4,automatic,IGP,IGP,0
30145,-12.752,-78.223,33,4.9,automatic,IGP,IGP,1
30153,-13.25,-75.056,97,5.4,automatic,IGP,IGP,1
30157,-3.316,-80.513,33,5.1,automatic,IGP,IGP,0
30165,-13.47,-70.51,33,4.8,automatic,IGP,IGP,1
30166,-15.93,-71.32,78,5.3,automatic,IGP,IGP,0
30172,-15.23,-71.04,164,5.2,automatic,IGP,IGP,1
30173,-5.35,-77.37,33,5.8,automatic,IGP,IGP,1
30178,-10.06,-76.35,106,5.8,automatic,IGP,IGP,0
30186,-14.95,-73.94,45,4.9,automatic,IGP,IGP,1
30191,-15.9,-71.52,151,5.2,automatic,IGP,IGP,0
30197,-8.73,-80.2,33,5.1,automatic,IGP,IGP,1
30205,-7.58,-75.56,40,5.2,automatic,IGP,IGP,1
30205,-12.04,-77.07,20,4.9,automatic,IGP,IGP,0
30206,-6.98,-80.31,33,5.1,automatic,IGP,IGP,1
30209,-14.49,-70.79,128,6.4,automatic,IGP,IGP,0
30220,-3.09,-75.69,136,5.1,automatic,IGP,IGP,0
30229,-17.03,-74.68,33,5,automatic,IGP,IGP,1
30232,-13.1,-77.02,25,4.9,automatic,IGP,IGP,1
30239,-13.43,-74.35,26,4.9,automatic,IGP,IGP,1
30240,-14.16,-73,87,5.3,automatic,IGP,IGP,0
30240,-16.2,-73.78,34,5.3,automatic,IGP,IGP,0
30241,-15.67,-73.04,114,5.5,automatic,IGP,IGP,1
30247,-15.49,-70.4,214,4.8,automatic,IGP,IGP,1
30250,-15.02,-70.86,33,5.5,automatic,IGP,IGP,0
30253,-4.23,-80.65,35,5.6,automatic,IGP,IGP,1
30268,-11.03,-76.08,30,5,automatic,IGP,IGP,0
30269,-15.11,-71.79,138,5,automatic,IGP,IGP,0
30274,-10.6,-74.7,14,6.6,automatic,IGP,IGP,1
30274,-10.41,-74.9,33,5.1,automatic,IGP,IGP,0
30274,-10.08,-74.08,65,4.9,automatic,IGP,IGP,0
30274,-10.73,-74.78,33,5.4,automatic,IGP,IGP,0
30274,-10.36,-74.92,33,4.9,automatic,IGP,IGP,0
30275,-10.67,-74.53,33,4.7,automatic,IGP,IGP,1
30277,-16.47,-73.52,33,5.3,automatic,IGP,IGP,1
30278,-10.43,-74.93,36,5.3,automatic,IGP,IGP,1
30282,-10.74,-74.45,33,4.9,automatic,IGP,IGP,0
30284,-18.32,-69.56,115,5.6,automatic,IGP,IGP,0
30284,-13.1,-77.05,33,5.3,automatic,IGP,IGP,0
30285,-8.37,-74.3,162,5.4,automatic,IGP,IGP,1
30287,-10.84,-74.57,54,5.3,automatic,IGP,IGP,1
30288,-12,-77.04,25,4.9,automatic,IGP,IGP,0
30296,-10.5,-74.89,33,5.2,automatic,IGP,IGP,0
30297,-15.56,-70.68,212,5.3,automatic,IGP,IGP,1
30301,-14.38,-70.54,175,5.5,automatic,IGP,IGP,0
30303,-10.74,-74.77,33,5,automatic,IGP,IGP,0
30303,-6.39,-75.69,33,5.7,automatic,IGP,IGP,1
30305,-16.3,-73.51,86,5,automatic,IGP,IGP,0
30306,-8.21,-74.18,158,5,automatic,IGP,IGP,0
30306,-11.42,-74.16,133,4.9,automatic,IGP,IGP,1
30310,-15.39,-73.65,99,5.3,automatic,IGP,IGP,1
30316,-10.74,-78.96,28,5.3,automatic,IGP,IGP,0
30317,-16.94,-69.11,172,6.3,automatic,IGP,IGP,1
30328,-10.77,-74.63,33,5.3,automatic,IGP,IGP,1
30332,-14.7,-76,25,5.2,automatic,IGP,IGP,0
30340,-15.59,-75.51,33,5.1,automatic,IGP,IGP,1
30347,-8.42,-74.22,115,5.2,automatic,IGP,IGP,1
30348,-8.7,-79.5,30,4.9,automatic,IGP,IGP,1
30357,-9.7,-74.43,136,5.3,automatic,IGP,IGP,1
30360,-14.7,-76.5,25,5.2,automatic,IGP,IGP,1
30360,-4.97,-80.33,33,4.9,automatic,IGP,IGP,1
30363,-12.36,-78.07,11,5.3,automatic,IGP,IGP,0
30365,-13.93,-76.44,33,5.4,automatic,IGP,IGP,0
30368,-15.14,-76.2,33,5.6,automatic,IGP,IGP,1
30372,-18.27,-69.44,146,6.1,automatic,IGP,IGP,1
30374,-4.01,-76.4,126,4.7,automatic,IGP,IGP,0
30374,-13.45,-76.79,25,5.8,automatic,IGP,IGP,1
30375,-7.34,-76.4,33,5.4,automatic,IGP,IGP,1
30377,-11.53,-77.8,57,5.8,automatic,IGP,IGP,0
30386,-16.16,-70.48,195,4.8,automatic,IGP,IGP,1
30388,-16.89,-75.15,33,4.9,automatic,IGP,IGP,1
30388,-8.35,-74.35,152,5.2,automatic,IGP,IGP,0
30390,-8.17,-80,33,5.8,automatic,IGP,IGP,1
30395,-10.5,-74.87,9,5.7,automatic,IGP,IGP,0
30396,-3.81,-77.94,65,5,automatic,IGP,IGP,0
30400,-11.4,-77.3,35,5,automatic,IGP,IGP,1
30410,-5.58,-78.78,52,5.1,automatic,IGP,IGP,1
30414,-10.82,-78.29,33,5.2,automatic,IGP,IGP,1
30416,-17.34,-70.66,122,4.9,automatic,IGP,IGP,1
30418,-4.84,-78.1,104,6.7,automatic,IGP,IGP,0
30419,-10.71,-75.27,33,5.1,automatic,IGP,IGP,0
30419,-4.47,-81.98,33,5.3,automatic,IGP,IGP,0
30421,-5.98,-75.66,118,5.8,automatic,IGP,IGP,0
30421,-3.71,-78.67,120,5.2,automatic,IGP,IGP,0
30427,-16.5,-73.47,62,5.4,automatic,IGP,IGP,0
30427,-9.17,-75.36,107,4.9,automatic,IGP,IGP,1
30434,-16.17,-74.16,67,5.5,automatic,IGP,IGP,1
30442,-18.67,-69.8,102,5.3,automatic,IGP,IGP,0
30451,-18.66,-70.85,50,4.7,automatic,IGP,IGP,0
30451,-16.01,-73.21,82,5.3,automatic,IGP,IGP,1
30457,-10.59,-74.8,15,5.6,automatic,IGP,IGP,1
30457,-10.6,-74.79,18,5.4,automatic,IGP,IGP,0
30457,-10.56,-74.88,18,5.2,automatic,IGP,IGP,0
30469,-9.51,-71.25,598,6.3,automatic,IGP,IGP,0
30470,-18.25,-69.7,132,5.2,automatic,IGP,IGP,1
30479,-3.8,-80.84,57,4.9,automatic,IGP,IGP,0
30485,-15.78,-72.48,131,5.2,automatic,IGP,IGP,1
30487,-13.25,-76.54,78,5.2,automatic,IGP,IGP,1
30488,-8.58,-74.34,149,5.5,automatic,IGP,IGP,0
30488,-5.665,-80.611,55,5.3,automatic,IGP,IGP,1
30489,-15.17,-72.74,33,5.3,automatic,IGP,IGP,1
30492,-8.68,-80,26,5.4,automatic,IGP,IGP,0
30493,-17.71,-69.87,137,5.2,automatic,IGP,IGP,1
30512,-17.57,-71.36,94,5.3,automatic,IGP,IGP,1
30518,-8.56,-74.66,154,5.1,automatic,IGP,IGP,1
30519,-8.72,-80.84,33,5,automatic,IGP,IGP,0
30520,-11.4,-78.8,90,5.1,automatic,IGP,IGP,0
30527,-13.07,-75.17,83,5.4,automatic,IGP,IGP,0
30532,-4.02,-76.58,99,5.3,automatic,IGP,IGP,1
30534,-5.69,-80.02,33,5.1,automatic,IGP,IGP,1
30537,-8.35,-79.83,33,5.5,automatic,IGP,IGP,1
30545,-16.42,-73.62,33,4.7,automatic,IGP,IGP,0
30546,-14.93,-75.08,64,5.5,automatic,IGP,IGP,0
30547,-17.06,-72.53,64,4.9,automatic,IGP,IGP,0
30549,-4.98,-76.01,129,5,automatic,IGP,IGP,1
30550,-18.17,-70.37,90,4.6,automatic,IGP,IGP,1
30560,-8.78,-79.65,33,5.1,automatic,IGP,IGP,0
30560,-17.33,-69.93,105,6.2,automatic,IGP,IGP,1
30569,-18.05,-69.58,137,5.3,automatic,IGP,IGP,0
30579,-8.03,-76.62,132,4.9,automatic,IGP,IGP,0
30583,-8.35,-74.17,157,5.1,automatic,IGP,IGP,0
30583,-14.13,-72.72,112,5,automatic,IGP,IGP,0
30605,-10.93,-74.78,23,4.9,automatic,IGP,IGP,1
30606,-3.76,-77.59,105,5.2,automatic,IGP,IGP,1
30609,-12.47,-73,162,4.8,automatic,IGP,IGP,0
30613,-12.85,-76.66,48,5.8,automatic,IGP,IGP,1
30614,-9.3,-78.7,33,5.1,automatic,IGP,IGP,0
30621,-11.32,-77.99,81,5.3,automatic,IGP,IGP,0
30632,-15.73,-74.11,71,5.6,automatic,IGP,IGP,0
30633,-5.59,-77.06,29,5.3,automatic,IGP,IGP,0
30642,-5.01,-78.11,25,5.5,automatic,IGP,IGP,0
30643,-15.09,-75.55,54,5.4,automatic,IGP,IGP,0
30645,-3.77,-76.31,114,5.8,automatic,IGP,IGP,1
30647,-4.89,-76.16,111,5.2,automatic,IGP,IGP,0
30649,-17.49,-70.35,129,5.1,automatic,IGP,IGP,1
30660,-17.28,-69.79,157,4.9,automatic,IGP,IGP,1
30660,-13.47,-76.09,104,4.9,automatic,IGP,IGP,0
30661,-13.84,-77.19,33,5.3,automatic,IGP,IGP,1
30666,-10.17,-74.99,37,5.3,automatic,IGP,IGP,0
30669,-15.4,-74.54,63,5.7,automatic,IGP,IGP,1
30670,-14.85,-76.95,95,5.1,automatic,IGP,IGP,1
